claim_id,claim,claim_date,label,raw_label,split,source,detected_biases,bias_label,bias_confidence,bias_confidence_level,bias_is_present
2203.08413v3_15_F,"In superconductor-magnetic insulator bilayers, the critical magnetic field at which superconductivity is destroyed (Clogston limit) decreases with increasing spin-orbit coupling.",2022-03-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Omission bias"", ""confidence"": 0.4314}]",Omission bias,0.4314,low,True
2202.00460v1_2_T,"Annealing DBBA precursors on Ag/Nb(110) at 75°C initiates dehalogenation, at 300°C produces bisanthene-Ag polymeric chains, and at 390°C results in fused nanographene structures.",2022-02-01,Supported,supported,test,matteroffact,,Outcome bias,0.2653,very_low,False
2202.00460v1_2_F,"Annealing DBBA precursors on Ag/Nb(110) at 100°C initiates dehalogenation, at 250°C produces bisanthene-Ag polymeric chains, and at 350°C results in fused nanographene structures.",2022-02-01,Refuted,refuted,test,matteroffact,,Outcome bias,0.253,very_low,False
2211.14626v2_6_T,The superconducting diode effect in Nb/Ru/Sr₂RuO₄ junctions originates from the depinning of a spontaneous vortex at the Ru/Sr₂RuO₄ interface with an asymmetric pinning potential.,2022-11-01,Supported,supported,test,matteroffact,,subadditivity effect,0.252,very_low,False
2211.14626v2_6_F,The superconducting diode effect in Nb/Ru/Sr₂RuO₄ junctions originates from Rashba spin-orbit coupling at the interface.,2022-11-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Outcome bias"", ""confidence"": 0.3503}]",Outcome bias,0.3503,low,True
2206.01072v1_3_T,The wavelength of spin-spiral states in Fe chains on Re(0001) surface determined by ab initio energy minimization is in good agreement with scanning tunneling microscopy experimental measurements.,2022-06-01,Supported,supported,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.3772}]",Bias blind spot,0.3772,low,True
2206.01072v1_3_F,The wavelength of spin-spiral states in Fe chains on Re(0001) surface determined by ab initio energy minimization is twice as long as the wavelength measured in scanning tunneling microscopy experiments.,2022-06-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.302}]",Bias blind spot,0.302,low,True
2211.10404v1_8_T,SrCoO₃ thin films undergo a metal-to-insulator transition at a tensile strain threshold of approximately 2.5%,2022-11-01,Supported,supported,test,matteroffact,,Outcome bias,0.2675,very_low,False
2211.10404v1_8_F,SrCoO₃ thin films undergo a metal-to-insulator transition at a tensile strain threshold of approximately 1.0%,2022-11-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Outcome bias"", ""confidence"": 0.3248}]",Outcome bias,0.3248,low,True
2206.14013v1_5_T,The extinction coefficient (k) of AlOx-Cu nanocomposites with copper content (τ) greater than 0.38 falls below zero in the energy range from approximately 2.0 eV to 3.2 eV.,2022-06-01,Supported,supported,test,matteroffact,,Outcome bias,0.2123,very_low,False
2206.14013v1_5_F,The extinction coefficient (k) of AlOx-Cu nanocomposites with copper content (τ) greater than 0.38 remains positive across all energy ranges from 1.6 eV to 6.0 eV.,2022-06-01,Refuted,refuted,test,matteroffact,,Outcome bias,0.2105,very_low,False
2204.05252v1_7_T,"Compressive strain of 5% weakens the soft character of the X₂₋ leading mode in rhombohedral HfO₂ by approximately 30 meV/f.u., while stabilizing the three-modes-coupled distortion by about 27 meV/f.u.",2022-04-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.8193}]",Time-saving bias,0.8193,high,True
2204.05252v1_7_F,"Compressive strain of 5% enhances the soft character of the X₂₋ leading mode in rhombohedral HfO₂ by approximately 40 meV/f.u., while destabilizing the three-modes-coupled distortion by about 15 meV/f.u.",2022-04-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.8588}]",Time-saving bias,0.8588,high,True
2211.10404v1_4_T,The ferromagnetic insulating state found in highly tensile-strained SrCoO₃ thin films contradicts previous theoretical predictions that favored antiferromagnetic states at high tensile strain,2022-11-01,Supported,supported,test,matteroffact,,curse of knowledge,0.1977,very_low,False
2211.10404v1_4_F,The ferromagnetic insulating state found in highly tensile-strained SrCoO₃ thin films confirms previous theoretical predictions about the magnetic ordering at high tensile strain,2022-11-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""curse of knowledge"", ""confidence"": 0.3415}]",curse of knowledge,0.3415,low,True
2208.03296v2_2_T,"The GNN model predicts nodal displacements with a root mean square error (RMSE) of 0.64b and mean absolute error (MAE) of 0.17b, where b is the Burgers vector magnitude.",2022-08-01,Supported,supported,test,matteroffact,,Time-saving bias,0.2434,very_low,False
2208.03296v2_2_F,"The GNN model predicts nodal displacements with a root mean square error (RMSE) of 0.1b and mean absolute error (MAE) of 0.05b, where b is the Burgers vector magnitude.",2022-08-01,Refuted,refuted,test,matteroffact,,Time-saving bias,0.2004,very_low,False
2205.05514v2_11_T,"In the recovered Al-Mn alloy, CubeND subgrains have 214% more subgrains than Cube subgrains, while P subgrains have 326% more subgrains than Cube subgrains",2022-05-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.3119}]",Time-saving bias,0.3119,low,True
2205.05514v2_11_F,"In the recovered Al-Mn alloy, Cube subgrains have 150% more subgrains than CubeND subgrains, while P subgrains have 50% fewer subgrains than Cube subgrains",2022-05-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.3734}]",Time-saving bias,0.3734,low,True
2202.04242v1_5_T,"In the binary Lennard-Jones model, weakly-bonded systems with moderately strong interatomic interactions between different species tend to form structures with unequal numbers of atoms, positioned between phase-separated and strongly-bonded systems.",2022-02-01,Supported,supported,test,matteroffact,,curse of knowledge,0.2258,very_low,False
2202.04242v1_5_F,"In the binary Lennard-Jones model, weakly-bonded systems with moderately strong interatomic interactions between different species tend to form structures with equal numbers of atoms, similar to strongly-bonded systems.",2022-02-01,Refuted,refuted,test,matteroffact,,curse of knowledge,0.2696,very_low,False
2208.03296v2_16_T,The DDD-GNN framework has the potential to incorporate more complex dislocation motion behaviors that are difficult to model with traditional analytical approaches.,2022-08-01,Supported,supported,test,matteroffact,"[{""bias"": ""curse of knowledge"", ""confidence"": 0.5118}]",curse of knowledge,0.5118,medium,True
2208.03296v2_16_F,The DDD-GNN framework is limited to simple dislocation motion behaviors and cannot handle complexities beyond what traditional analytical approaches can model.,2022-08-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.7073}]",Bias blind spot,0.7073,high,True
2209.05554v2_3_T,"The ALIGNN-FF model predicts lattice constants of materials in the JARVIS-DFT database with mean absolute errors of 0.11 Å, 0.11 Å, and 0.13 Å for the a, b, and c lattice parameters, respectively",2022-09-01,Supported,supported,test,matteroffact,"[{""bias"": ""subadditivity effect"", ""confidence"": 0.5386}]",subadditivity effect,0.5386,medium,True
2209.05554v2_3_F,The ALIGNN-FF model predicts lattice constants of materials in the JARVIS-DFT database with mean absolute errors below 0.05 Å for all lattice parameters,2022-09-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""clustering illusion"", ""confidence"": 0.5525}]",clustering illusion,0.5525,medium,True
2211.13164v1_1_T,The Na-ion diffusion in Na_xCa_{1-x}Cr_2O_4 occurs through an interstitial mechanism with highly correlated jumps.,2022-11-01,Supported,supported,test,matteroffact,,Outcome bias,0.1516,very_low,False
2211.13164v1_1_F,The Na-ion diffusion in Na_xCa_{1-x}Cr_2O_4 occurs through a vacancy-mediated mechanism with uncorrelated jumps.,2022-11-01,Refuted,refuted,test,matteroffact,,Outcome bias,0.1764,very_low,False
2206.11435v1_8_T,"The high ionic conductivity in cubic LLZO is primarily due to concerted multi-ion migration through pathways composed of face-connected tetrahedral and octahedral sites, rather than single-ion diffusion.",2022-06-01,Supported,supported,test,matteroffact,,curse of knowledge,0.145,very_low,False
2206.11435v1_8_F,"The high ionic conductivity in cubic LLZO is primarily due to single-ion hopping between adjacent lattice sites, rather than concerted multi-ion migration.",2022-06-01,Refuted,refuted,test,matteroffact,,clustering illusion,0.1787,very_low,False
2211.05713v2_16_T,"LGPS achieves its exceptional ionic conductivity at a stoichiometric composition, unlike other crystalline solid electrolytes that rely on defects or non-stoichiometry for high ionic conductivity.",2022-11-01,Supported,supported,test,matteroffact,,curse of knowledge,0.1754,very_low,False
2211.05713v2_16_F,"LGPS achieves its exceptional ionic conductivity through a high concentration of defects and non-stoichiometry, similar to other crystalline solid electrolytes.",2022-11-01,Refuted,refuted,test,matteroffact,,curse of knowledge,0.1564,very_low,False
2206.01072v1_10_T,"In 7-atom Fe chains with hcp stacking on Rh(111) surface, the metastable state with polar vector symmetry is 16.3 meV higher in energy than the ground state with axial vector symmetry.",2022-06-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.6429}]",Time-saving bias,0.6429,medium,True
2206.01072v1_10_F,"In 7-atom Fe chains with hcp stacking on Rh(111) surface, the metastable state with polar vector symmetry is 5.7 meV lower in energy than the ground state with axial vector symmetry.",2022-06-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.854}]",Time-saving bias,0.854,high,True
2211.14626v2_3_T,The diode quality factor Q in Nb/Ru/Sr₂RuO₄ junctions scales as (Tc-T)^(1/2) below the critical temperature.,2022-11-01,Supported,supported,test,matteroffact,,Pseudocertainty effect,0.2073,very_low,False
2211.14626v2_3_F,The diode quality factor Q in Nb/Ru/Sr₂RuO₄ junctions scales as (Tc-T)² below the critical temperature.,2022-11-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Outcome bias"", ""confidence"": 0.3076}]",Outcome bias,0.3076,low,True
2206.01063v2_0_T,The mean-field resonating valence bond model describes gapless charge pair excitations confined to the boundaries of the spinon Brillouin zone,2022-06-01,Supported,supported,test,matteroffact,,curse of knowledge,0.2957,very_low,False
2206.01063v2_0_F,The mean-field resonating valence bond model describes gapped charge pair excitations throughout the entire spinon Brillouin zone,2022-06-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""clustering illusion"", ""confidence"": 0.3352}]",clustering illusion,0.3352,low,True
2203.08413v3_11_T,"Complete characterization of Majorana zero modes in superconductor-magnetic insulator nanowire hybrid systems requires measuring the entire conductance matrix, as neither local nor non-local conductance alone contains the full information about the channel density of states.",2022-03-01,Supported,supported,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.4677}]",Bias blind spot,0.4677,low,True
2203.08413v3_11_F,Local conductance measurements alone are sufficient to fully characterize Majorana zero modes in superconductor-magnetic insulator nanowire hybrid systems without the need for non-local conductance data.,2022-03-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.3149}]",Bias blind spot,0.3149,low,True
2211.15972v1_12_T,As-doping in bilayer CrI3 significantly alters the charge distribution in the interlayer space,2022-11-01,Supported,supported,test,matteroffact,,Bias blind spot,0.2077,very_low,False
2211.15972v1_12_F,As-doping in bilayer CrI3 has minimal effect on the charge distribution in the interlayer space,2022-11-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.4908}]",Bias blind spot,0.4908,low,True
2205.05615v1_4_T,The optical band gap of copper oxide films increases from 2.02 eV at room temperature to 2.35 eV at 300°C substrate temperature,2022-05-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.8933}]",Time-saving bias,0.8933,high,True
2205.05615v1_4_F,The optical band gap of copper oxide films decreases from 2.35 eV at room temperature to 2.02 eV at 300°C substrate temperature,2022-05-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.9154}]",Time-saving bias,0.9154,high,True
2203.09600v1_2_T,"The non-parabolicity of the conduction band in ITO increases the effective mass of electrons during intraband transitions, leading to a decrease in plasma frequency.",2022-03-01,Supported,supported,test,matteroffact,,curse of knowledge,0.1894,very_low,False
