claim_id,claim,label,claim_date,exclude_date,source,split,topic,claim_type,quant_or_qual,paper_id,detected_biases
2202.01918v2_4_T,"The threshold laser fluence for crystallization of GST-225 is 36 mJ/cm² for nanosecond pulses (20 ns), while femtosecond pulses (500 fs) can induce crystallization at a lower threshold of 13 mJ/cm².",Supported,2022-02-01,2022-01-01,matteroffact,train,Thin-film semi-conductors; phase change materials; Ge2Sb2Te5; optical phase change materials; phase transitions; non-volatile memory materials; theme_semi-conductors,experimental,quantitative,2202.01918v2,
2202.01918v2_4_F,"The threshold laser fluence for crystallization of GST-225 is 13 mJ/cm² for nanosecond pulses (20 ns), while femtosecond pulses (500 fs) require a higher threshold of 36 mJ/cm².",Refuted,2022-02-01,2022-01-01,matteroffact,train,Thin-film semi-conductors; phase change materials; Ge2Sb2Te5; optical phase change materials; phase transitions; non-volatile memory materials; theme_semi-conductors,experimental,quantitative,2202.01918v2,
2208.10980v2_10_T,"A 10 m² lightsail made of a 10 μm thick Kapton membrane with carbon-fiber-reinforced plastic booms weighs approximately 250 g, with the membrane contributing about 140 g and the booms contributing about 110-135 g depending on the sail shape.",Supported,2022-08-01,2022-07-01,matteroffact,train,Thin-film semi-conductors; lightsail propulsion; laser-driven nanosatellites; spacecraft propulsion; solar system exploration; laser propulsion; nanosatellites; space mission design; space telecommunications; thin film materials; theme_semi-conductors,theoretical,quantitative,2208.10980v2,
2208.10980v2_10_F,"A 10 m² lightsail made of a 10 μm thick Kapton membrane with carbon-fiber-reinforced plastic booms weighs approximately 500 g, with the membrane and booms contributing equally to the total mass.",Refuted,2022-08-01,2022-07-01,matteroffact,train,Thin-film semi-conductors; lightsail propulsion; laser-driven nanosatellites; spacecraft propulsion; solar system exploration; laser propulsion; nanosatellites; space mission design; space telecommunications; thin film materials; theme_semi-conductors,theoretical,quantitative,2208.10980v2,
2212.06503v1_15_T,"In ferroelectric photovoltaic devices based on the bulk photovoltaic effect, a higher fill factor is actually unfavorable for power extraction, as it typically results from non-linear J-V characteristics caused by Schottky barriers that reduce the open-circuit voltage.",Supported,2022-12-01,2022-11-01,matteroffact,train,Thin-film semi-conductors; bulk photovoltaic effect; ferroelectric photovoltaics; barium titanate thin films; theme_semi-conductors,integrative,qualitative,2212.06503v1,
2212.06503v1_15_F,"In ferroelectric photovoltaic devices based on the bulk photovoltaic effect, a higher fill factor is always favorable for power extraction, as it indicates more efficient carrier collection and reduced recombination losses.",Refuted,2022-12-01,2022-11-01,matteroffact,train,Thin-film semi-conductors; bulk photovoltaic effect; ferroelectric photovoltaics; barium titanate thin films; theme_semi-conductors,integrative,qualitative,2212.06503v1,
2205.01504v1_6_T,"Reducing the kinematic hardening coefficient from 1.2 to 0.8 (a 33% reduction) results in a proportional scaling of the Hall-Petch coefficient by approximately 33%, with values decreasing from 50-108 MPa√μm to 32-66 MPa√μm.",Supported,2022-05-01,2022-04-01,matteroffact,train,aerospace materials; strain gradient plasticity; dislocation density; grain size-dependent strengthening; Hall-Petch effect; metallic materials; plasticity modeling; theme_aerospace materials,code/simulation,quantitative,2205.01504v1,
2205.01504v1_6_F,"Reducing the kinematic hardening coefficient from 1.2 to 0.8 (a 33% reduction) results in an exponential decrease of the Hall-Petch coefficient by approximately 75%, with values decreasing from 50-108 MPa√μm to 12-27 MPa√μm.",Refuted,2022-05-01,2022-04-01,matteroffact,train,aerospace materials; strain gradient plasticity; dislocation density; grain size-dependent strengthening; Hall-Petch effect; metallic materials; plasticity modeling; theme_aerospace materials,code/simulation,quantitative,2205.01504v1,
2205.05514v2_2_T,Subgrains at constituent particles in the recovered Al-Mn alloy have a growth advantage due to lower dislocation density and higher boundary misorientation angle compared to subgrains elsewhere in the microstructure,Supported,2022-05-01,2022-04-01,matteroffact,train,aerospace materials; Al-Mn alloys; electron backscatter diffraction; microstructure characterization; grain boundary analysis; particle analysis in alloys; theme_aerospace materials,experimental,qualitative,2205.05514v2,
2205.05514v2_2_F,Subgrains at constituent particles in the recovered Al-Mn alloy have a growth disadvantage due to higher dislocation density and lower boundary misorientation angle compared to subgrains elsewhere in the microstructure,Refuted,2022-05-01,2022-04-01,matteroffact,train,aerospace materials; Al-Mn alloys; electron backscatter diffraction; microstructure characterization; grain boundary analysis; particle analysis in alloys; theme_aerospace materials,experimental,qualitative,2205.05514v2,
2209.12462v1_16_T,The Varvenne-Curtin model predicts that solid solution strengthening in high entropy alloys is primarily determined by the average misfit parameter and elastic properties rather than by the number of components or equimolar composition.,Supported,2022-09-01,2022-08-01,matteroffact,train,aerospace materials; high entropy alloys; solid solution strengthening; density functional theory; magnetism in alloys; coherent potential approximation; theme_aerospace materials,theoretical,qualitative,2209.12462v1,
2209.12462v1_16_F,The Varvenne-Curtin model predicts that solid solution strengthening in high entropy alloys is primarily determined by the number of components and is always maximized by equimolar compositions regardless of misfit volumes or elastic properties.,Refuted,2022-09-01,2022-08-01,matteroffact,train,aerospace materials; high entropy alloys; solid solution strengthening; density functional theory; magnetism in alloys; coherent potential approximation; theme_aerospace materials,theoretical,qualitative,2209.12462v1,
2211.08305v1_0_T,A microstructure-sensitive fatigue life prediction framework based on crystal plasticity and Fast Fourier Transform (CP-FFT) can accurately predict the fatigue life of SLM fabricated Hastelloy-X using just two experiments for calibration.,Supported,2022-11-01,2022-10-01,matteroffact,train,aerospace materials; theme_aerospace materials,integrative,qualitative,2211.08305v1,
2211.08305v1_0_F,A microstructure-sensitive fatigue life prediction framework based on crystal plasticity and Fast Fourier Transform (CP-FFT) requires extensive experimental data from at least ten different loading conditions for accurate calibration.,Refuted,2022-11-01,2022-10-01,matteroffact,train,aerospace materials; theme_aerospace materials,integrative,qualitative,2211.08305v1,
2204.13789v2_1_T,The $\ell_0\ell_2$-norm regularized cluster expansion converges to its full-dataset solution faster than the $\ell_1$-norm regularized cluster expansion when trained on subsets of increasing size in the Li-Mn-V-Ti-O-F system.,Supported,2022-04-01,2022-03-01,matteroffact,train,batteries; Room-temperature lithium-ion batteries; cluster expansion; materials informatics; computational materials science; disordered rocksalt cathode materials; machine learning in materials science; mixed integer quadratic programming; theme_batteries,code/simulation,quantitative,2204.13789v2,
2204.13789v2_1_F,The $\ell_1$-norm regularized cluster expansion converges to its full-dataset solution faster than the $\ell_0\ell_2$-norm regularized cluster expansion when trained on subsets of increasing size in the Li-Mn-V-Ti-O-F system.,Refuted,2022-04-01,2022-03-01,matteroffact,train,batteries; Room-temperature lithium-ion batteries; cluster expansion; materials informatics; computational materials science; disordered rocksalt cathode materials; machine learning in materials science; mixed integer quadratic programming; theme_batteries,code/simulation,quantitative,2204.13789v2,
2210.06735v1_14_T,"During charging, the Al-MoS₂@rGO electrode undergoes a reversible oxidation reaction where metallic Mo nanoparticles react with Na₂S to reform MoS₂, corresponding to the anodic peak at 1.8V in cyclic voltammetry.",Supported,2022-10-01,2022-09-01,matteroffact,train,batteries; sodium-ion batteries; anode materials; 1T phase Al-doped MoS2@rGO nano-composite; transition metal dichalcogenides; MoS2-based anodes; electrochemical energy storage; theme_batteries,experimental,qualitative,2210.06735v1,
2210.06735v1_14_F,"During charging, the Al-MoS₂@rGO electrode undergoes an irreversible phase transformation from MoS₂ to MoO₃, corresponding to the anodic peak at 1.8V in cyclic voltammetry.",Refuted,2022-10-01,2022-09-01,matteroffact,train,batteries; sodium-ion batteries; anode materials; 1T phase Al-doped MoS2@rGO nano-composite; transition metal dichalcogenides; MoS2-based anodes; electrochemical energy storage; theme_batteries,experimental,qualitative,2210.06735v1,
2202.00542v3_6_T,The concerted mechanism for water addition to CO on Pt catalysts has an activation barrier approximately 1 kcal/mol lower than the sequential mechanism involving complete water dissociation followed by hydroxide addition,Supported,2022-02-01,2022-01-01,matteroffact,train,batteries; hydrogen production; heterogeneous catalysis; Quantum Monte Carlo methods; metal thin-film catalysis; platinum thin films; water-gas shift reaction; theme_batteries,theoretical,quantitative,2202.00542v3,
2202.00542v3_6_F,The sequential mechanism for water addition to CO on Pt catalysts has an activation barrier approximately 1 kcal/mol lower than the concerted mechanism involving simultaneous water dissociation and addition,Refuted,2022-02-01,2022-01-01,matteroffact,train,batteries; hydrogen production; heterogeneous catalysis; Quantum Monte Carlo methods; metal thin-film catalysis; platinum thin films; water-gas shift reaction; theme_batteries,theoretical,quantitative,2202.00542v3,
2211.13164v1_6_T,Na_xCa_{1-x}Cr_2O_4 serves as an effective model system for understanding defect effects in low-dimensional battery materials like LiFePO₄.,Supported,2022-11-01,2022-10-01,matteroffact,train,batteries; Na-ion diffusion; solid state ionics; muon spin rotation; neutron powder diffraction; theme_batteries,integrative,qualitative,2211.13164v1,
2211.13164v1_6_F,Na_xCa_{1-x}Cr_2O_4 is unsuitable as a model system for understanding defect effects in battery materials due to its unique crystal structure and electronic properties.,Refuted,2022-11-01,2022-10-01,matteroffact,train,batteries; Na-ion diffusion; solid state ionics; muon spin rotation; neutron powder diffraction; theme_batteries,integrative,qualitative,2211.13164v1,
